Side,Sub_ID,Ultimate_Clearing_Firm,Entering_Firm_Col1,EXCH,TRANS_TYPE,RPT_TYP,TRD_SUB_TYPE,PREVLY_RPTD,Total_Quantity
1,C,,00010,XPSE,1,2,0,N,1250
1,C,,00010,XPSE,1,8,,N,2250
1,C,,00015,XASE,0,2,,N,2160
1,C,,00015,XASE,1,2,,N,1360
1,C,,00017,XBOX,0,2,,N,1019
1,C,,00017,XBOX,0,2,0,N,1006
1,C,,00019,BATO,0,2,,N,168
1,C,,00019,BATO,0,2,0,N,6
1,C,,00019,C2OX,0,2,,N,862
1,C,,00019,EDGO,0,2,,N,1969
1,C,,00019,EDGO,0,2,0,N,49
1,C,,00019,EMLD,0,2,,N,88
1,C,,00019,EMLD,0,2,0,N,1
1,C,,00019,GMNI,0,2,,N,230
1,C,,00019,MCRY,0,2,,N,146
1,C,,00019,MCRY,0,2,0,N,61
1,C,,00019,MPRL,0,2,,N,2578
1,C,,00019,MPRL,0,2,0,N,2384
1,C,,00019,MXOP,0,2,,N,59
1,C,,00019,XASE,0,2,,N,10203
1,C,,00019,XASE,1,2,,N,5334
1,C,,00019,XBOX,0,2,,N,5901
1,C,,00019,XBOX,0,2,0,N,688
1,C,,00019,XBOX,0,8,0,N,160
1,C,,00019,XBOX,1,2,,N,2360
1,C,,00019,XBOX,1,8,0,N,160
1,C,,00019,XBXO,0,2,,N,1212
1,C,,00019,XCBO,0,2,,N,2705
1,C,,00019,XCBO,0,2,0,N,662
1,C,,00019,XCBO,1,2,,N,26
1,C,,00019,XISX,0,2,,N,1622
1,C,,00019,XMIO,0,2,,N,1071
1,C,,00019,XMIO,0,2,0,N,95
1,C,,00019,XNDQ,0,2,,N,2297
1,C,,00019,XNDQ,0,2,0,N,83
1,C,,00019,XPHO,0,2,,N,1242
1,C,,00019,XPHO,0,2,0,N,6
1,C,,00019,XPHO,1,2,,N,175
1,C,,00019,XPSE,0,2,,N,229
1,C,,00019,XPSE,0,2,0,N,6
1,C,,00045,C2OX,0,2,,N,6731
1,C,,00045,C2OX,0,2,0,N,14
1,C,,00045,XASE,0,2,,N,5201
1,C,,00045,XASE,1,2,,N,3200
1,C,,00045,XBOX,0,2,,N,2059
1,C,,00045,XBOX,0,2,0,N,1331
1,C,,00045,XCBO,0,2,,N,210
1,C,,00045,XISX,0,2,,N,713
1,C,,00045,XISX,0,2,0,N,3
1,C,,00045,XPHO,0,2,,N,3500
1,C,,00045,XPHO,1,2,,N,2200
1,C,,00045,XPSE,0,2,,N,31810
1,C,,00045,XPSE,0,2,0,N,1016
1,C,,00045,XPSE,1,2,,N,17350
1,C,,00050,C2OX,0,2,,N,118
1,C,,00050,EDGO,0,2,,N,218
1,C,,00050,EMLD,0,2,,N,6218
1,C,,00050,EMLD,0,2,0,N,298
1,C,,00050,GMNI,0,2,,N,35269
1,C,,00050,GMNI,0,2,0,N,1765
1,C,,00050,MCRY,0,2,,N,9029
1,C,,00050,MCRY,0,2,0,N,47
1,C,,00050,MPRL,0,2,,N,20329
1,C,,00050,MPRL,0,2,0,N,928
1,C,,00050,MXOP,0,2,,N,5863
1,C,,00050,MXOP,0,2,0,N,2
1,C,,00050,XASE,0,2,,N,30909
1,C,,00050,XASE,0,2,0,N,1572
1,C,,00050,XASE,1,2,,N,10100
1,C,,00050,XASE,1,2,0,N,1500
1,C,,00050,XBOX,0,2,,N,246663
1,C,,00050,XBOX,0,2,0,N,20
1,C,,00050,XBOX,1,2,,N,202300
1,C,,00050,XBXO,0,2,,N,4187
1,C,,00050,XBXO,0,2,0,N,68
1,C,,00050,XBXO,0,8,,N,95
1,C,,00050,XCBO,0,2,,N,86695
1,C,,00050,XCBO,0,2,0,N,2381
1,C,,00050,XCBO,1,2,,N,81251
1,C,,00050,XCBO,1,2,0,N,2381
1,C,,00050,XISX,0,2,,N,30794
1,C,,00050,XISX,0,2,0,N,5425
1,C,,00050,XISX,0,8,,N,2
1,C,,00050,XMIO,0,2,,N,14311
1,C,,00050,XMIO,0,2,0,N,109
1,C,,00050,XNDQ,0,2,,N,25107
1,C,,00050,XNDQ,0,2,0,N,359
1,C,,00050,XNDQ,0,8,,N,88
1,C,,00050,XPHO,0,2,,N,67099
1,C,,00050,XPHO,0,2,0,N,4797
1,C,,00050,XPHO,0,8,,N,22
1,C,,00050,XPHO,1,2,,N,26087
1,C,,00050,XPSE,0,2,,N,59854
1,C,,00050,XPSE,0,2,0,N,1709
1,C,,00103,XPHO,0,2,,N,41
1,C,,00103,XPHO,1,2,,N,41
1,C,,00108,XISX,0,2,,N,5
1,C,,00108,XISX,0,8,,N,5
1,C,,00108,XISX,1,2,,N,5
1,C,,00108,XISX,1,8,,N,5
1,C,,00132,XPHO,0,2,,N,43483
1,C,,00132,XPHO,1,2,,N,4900
1,C,,00161,BATO,0,2,,N,116
1,C,,00161,BATO,0,2,0,N,1
1,C,,00161,C2OX,0,2,,N,1870
1,C,,00161,C2OX,0,2,0,N,31
1,C,,00161,EDGO,0,2,,N,43
1,C,,00161,EMLD,0,2,,N,65
1,C,,00161,GMNI,0,2,,N,66
1,C,,00161,MPRL,0,2,,N,104
1,C,,00161,MXOP,0,2,,N,2
1,C,,00161,XASE,0,2,,N,1023
1,C,,00161,XASE,0,2,0,N,1
1,C,,00161,XBOX,0,2,,N,21
1,C,,00161,XBXO,0,2,,N,306
1,C,,00161,XCBO,0,2,,N,13107
1,C,,00161,XCBO,0,2,0,N,556
1,C,,00161,XCBO,1,2,,N,4402
1,C,,00161,XISX,0,2,,N,2191
1,C,,00161,XISX,0,2,0,N,1
1,C,,00161,XMIO,0,2,,N,26
1,C,,00161,XNDQ,0,2,,N,330
1,C,,00161,XPSE,0,2,,N,10730
1,C,,00161,XPSE,1,2,,N,5000
1,C,,00180,XBOX,0,2,,N,2763
1,C,,00180,XBOX,1,2,,N,1842
1,C,,00180,XCBO,0,2,,N,25454
1,C,,00180,XCBO,1,2,,N,16520
1,C,,00180,XPSE,0,2,,N,482752
1,C,,00180,XPSE,0,8,,N,22360
1,C,,00180,XPSE,1,2,,N,400527
1,C,,00180,XPSE,1,8,,N,22360
1,C,,00200,BATO,0,2,,N,2032
1,C,,00200,BATO,0,2,0,N,831
1,C,,00200,C2OX,0,2,,N,1486
1,C,,00200,C2OX,0,2,0,N,827
1,C,,00200,EDGO,0,2,,N,2612
1,C,,00200,EDGO,0,2,0,N,1680
1,C,,00200,EMLD,0,2,,N,230
1,C,,00200,EMLD,0,2,0,N,144
1,C,,00200,GMNI,0,2,,N,1475
1,C,,00200,GMNI,0,2,0,N,264
1,C,,00200,MPRL,0,2,,N,4011
1,C,,00200,MPRL,0,2,0,N,150
1,C,,00200,MXOP,0,2,,N,238
1,C,,00200,MXOP,0,2,0,N,1
1,C,,00200,XASE,0,2,,N,1381
1,C,,00200,XASE,0,2,0,N,106
1,C,,00200,XBOX,0,2,,N,5241
1,C,,00200,XBOX,0,2,0,N,63
1,C,,00200,XBXO,0,2,,N,1104
1,C,,00200,XBXO,0,2,0,N,27
1,C,,00200,XCBO,0,2,,N,16080
1,C,,00200,XCBO,0,2,0,N,9516
1,C,,00200,XCBO,0,9,,N,444
1,C,,00200,XCBO,1,2,,N,444
1,C,,00200,XCBO,1,9,,N,444
1,C,,00200,XISX,0,2,,N,1878
1,C,,00200,XISX,0,2,0,N,100
1,C,,00200,XMIO,0,2,,N,353
1,C,,00200,XMIO,0,2,0,N,31
1,C,,00200,XNDQ,0,2,,N,1302
1,C,,00200,XNDQ,0,2,0,N,129
1,C,,00200,XPHO,0,2,,N,979
1,C,,00200,XPHO,0,2,0,N,82
1,C,,00200,XPHO,0,8,0,N,2
1,C,,00200,XPHO,1,2,,N,2
1,C,,00200,XPHO,1,8,0,N,2
1,C,,00200,XPSE,0,2,,N,3258
1,C,,00200,XPSE,0,2,0,N,792
1,C,,00221,XASE,0,2,,N,3000
1,C,,00221,XASE,0,2,0,N,1000
1,C,,00221,XASE,1,2,,N,1500
1,C,,00221,XASE,1,2,0,N,500
1,C,,00221,XCBO,0,2,,N,3317
1,C,,00221,XCBO,0,2,0,N,30
1,C,,00221,XPHO,0,2,,N,1650
1,C,,00221,XPHO,0,2,0,N,650
1,C,,00221,XPHO,1,2,,N,650
1,C,,00226,BATO,0,2,,N,223
1,C,,00226,XASE,0,2,,N,1237
1,C,,00226,XASE,0,2,0,N,1221
1,C,,00226,XBOX,0,2,,N,344
1,C,,00226,XBOX,0,2,0,N,321
1,C,,00226,XCBO,0,2,,N,2614
1,C,,00226,XCBO,0,2,0,N,922
1,C,,00226,XISX,0,2,,N,393
1,C,,00226,XISX,0,2,0,N,352
1,C,,00226,XNDQ,0,2,,N,294
1,C,,00226,XPHO,0,2,,N,430
1,C,,00226,XPHO,0,2,0,N,403
1,C,,00226,XPSE,0,2,,N,2971
1,C,,00226,XPSE,0,2,0,N,13
1,C,,00230,BATO,0,2,,N,6
1,C,,00230,BATO,0,2,0,N,6
1,C,,00230,GMNI,0,2,,N,39
1,C,,00230,XBOX,0,2,,N,26
1,C,,00230,XBXO,0,2,,N,10
1,C,,00230,XCBO,0,2,,N,1278
1,C,,00230,XCBO,1,2,,N,755
1,C,,00230,XISX,0,2,,N,3
1,C,,00230,XISX,0,2,0,N,1
1,C,,00230,XMIO,0,2,,N,528
1,C,,00230,XMIO,0,2,0,N,198
1,C,,00230,XNDQ,0,2,,N,1
1,C,,00230,XPHO,0,2,,N,14260
1,C,,00230,XPHO,1,2,,N,9380
1,C,,00230,XPSE,0,2,,N,253
1,C,,00230,XPSE,0,2,0,N,34
1,C,,00233,GMNI,0,2,,N,20
1,C,,00233,GMNI,0,2,0,N,20
1,C,,00233,XASE,0,2,,N,172150
1,C,,00233,XASE,0,2,0,N,250
1,C,,00233,XASE,1,2,,N,172150
1,C,,00233,XASE,1,2,0,N,250
1,C,,00233,XCBO,0,2,,N,1000
1,C,,00233,XCBO,0,2,0,N,1000
1,C,,00233,XCBO,1,2,,N,1000
1,C,,00233,XCBO,1,2,0,N,1000
1,C,,00233,XISX,0,2,,N,800
1,C,,00233,XISX,1,2,,N,800
1,C,,00235,C2OX,0,2,,N,44
1,C,,00235,XASE,0,2,,N,5206
1,C,,00235,XASE,1,2,,N,2450
1,C,,00235,XBOX,0,2,,N,18
1,C,,00235,XCBO,0,2,,N,375
1,C,,00235,XCBO,1,2,,N,40
1,C,,00235,XISX,0,2,,N,32
1,C,,00235,XPHO,0,2,,N,58
1,C,,00235,XPSE,0,2,,N,44
1,C,,00250,BATO,0,2,,N,390
1,C,,00250,BATO,0,2,0,N,17
1,C,,00250,C2OX,0,2,,N,578
1,C,,00250,C2OX,0,2,0,N,27
1,C,,00250,EDGO,0,2,,N,1272
1,C,,00250,EDGO,0,2,0,N,1
1,C,,00250,EMLD,0,2,,N,367
1,C,,00250,EMLD,0,2,0,N,8
1,C,,00250,GMNI,0,2,,N,186
1,C,,00250,GMNI,0,2,0,N,1
1,C,,00250,MCRY,0,2,,N,3144
1,C,,00250,MCRY,0,2,0,N,1
1,C,,00250,MPRL,0,2,,N,475
1,C,,00250,MPRL,0,2,0,N,1
1,C,,00250,XASE,0,2,,N,9407
1,C,,00250,XASE,0,2,0,N,3
1,C,,00250,XASE,1,2,,N,4000
1,C,,00250,XBOX,0,2,,N,971
1,C,,00250,XBOX,0,2,0,N,3
1,C,,00250,XBXO,0,2,,N,554
1,C,,00250,XBXO,0,2,0,N,2
1,C,,00250,XCBO,0,2,,N,9548
1,C,,00250,XCBO,0,2,0,N,9
1,C,,00250,XCBO,1,2,,N,838
1,C,,00250,XISX,0,2,,N,1564
1,C,,00250,XISX,0,2,0,N,6
1,C,,00250,XMIO,0,2,,N,1089
1,C,,00250,XMIO,0,2,0,N,1
1,C,,00250,XNDQ,0,2,,N,477
1,C,,00250,XNDQ,0,2,0,N,40
1,C,,00250,XPHO,0,2,,N,17811
1,C,,00250,XPHO,0,2,0,N,2012
1,C,,00250,XPHO,1,2,,N,7353
1,C,,00250,XPSE,0,2,,N,5780
1,C,,00250,XPSE,0,2,0,N,181
1,C,,00250,XPSE,1,2,,N,1000
1,C,,00255,BATO,0,2,,N,1000
1,C,,00255,BATO,0,2,0,N,5
1,C,,00255,C2OX,0,2,,N,1069
1,C,,00255,EDGO,0,2,,N,2482
1,C,,00255,EMLD,0,2,,N,630
1,C,,00255,GMNI,0,2,,N,349
1,C,,00255,MCRY,0,2,,N,13
1,C,,00255,MPRL,0,2,,N,1240
1,C,,00255,MPRL,0,2,0,N,213
1,C,,00255,MXOP,0,2,,N,319
1,C,,00255,XASE,0,2,,N,115
1,C,,00255,XBOX,0,2,,N,1277
1,C,,00255,XBXO,0,2,,N,19
1,C,,00255,XCBO,0,2,,N,29332
1,C,,00255,XCBO,0,2,0,N,402
1,C,,00255,XCBO,1,2,,N,402
1,C,,00255,XISX,0,2,,N,5000
1,C,,00255,XISX,0,2,0,N,2
1,C,,00255,XMIO,0,2,,N,317
1,C,,00255,XMIO,0,2,0,N,115
1,C,,00255,XNDQ,0,2,,N,290
1,C,,00255,XPHO,0,2,,N,7184
1,C,,00255,XPHO,0,8,,N,1000
1,C,,00255,XPHO,1,2,,N,3802
1,C,,00255,XPHO,1,8,,N,1000
1,C,,00255,XPSE,0,2,,N,1087
1,C,,00286,XASE,0,2,,N,1500
1,C,,00286,XASE,1,2,,N,1000
1,C,,00294,XCBO,0,2,,N,300
1,C,,00323,XCBO,0,2,,N,611
1,C,,00333,XBOX,0,2,0,N,17967
1,C,,00333,XBOX,0,8,,N,17967
1,C,,00333,XBOX,1,2,0,N,17967
1,C,,00333,XBOX,1,8,,N,17967
1,C,,00352,BATO,0,2,,N,8439
1,C,,00352,BATO,0,2,0,N,1259
1,C,,00352,C2OX,0,2,,N,16512
1,C,,00352,C2OX,0,2,0,N,7
1,C,,00352,EDGO,0,2,,N,3270
1,C,,00352,EDGO,0,2,0,N,19
1,C,,00352,EMLD,0,2,,N,568
1,C,,00352,EMLD,0,2,0,N,123
1,C,,00352,GMNI,0,2,,N,2749
1,C,,00352,GMNI,0,2,0,N,23
1,C,,00352,MCRY,0,2,,N,1127
1,C,,00352,MCRY,0,2,0,N,13
1,C,,00352,MPRL,0,2,,N,6365
1,C,,00352,MPRL,0,2,0,N,2595
1,C,,00352,MXOP,0,2,,N,100
1,C,,00352,XASE,0,2,,N,4735
1,C,,00352,XASE,0,2,0,N,529
1,C,,00352,XASE,1,2,,N,735
1,C,,00352,XASE,1,2,0,N,350
1,C,,00352,XBOX,0,2,,N,7574
1,C,,00352,XBOX,0,2,0,N,502
1,C,,00352,XBXO,0,2,,N,1740
1,C,,00352,XCBO,0,2,,N,33622
1,C,,00352,XCBO,0,2,0,N,314
1,C,,00352,XCBO,1,2,,N,144
1,C,,00352,XISX,0,2,,N,8679
1,C,,00352,XISX,0,2,0,N,45
1,C,,00352,XMIO,0,2,,N,973
1,C,,00352,XMIO,0,2,0,N,108
1,C,,00352,XNDQ,0,2,,N,8917
1,C,,00352,XNDQ,0,2,0,N,296
1,C,,00352,XPHO,0,2,,N,14924
1,C,,00352,XPHO,0,2,0,N,1201
1,C,,00352,XPSE,0,2,,N,16690
1,C,,00352,XPSE,0,2,0,N,2213
1,C,,00355,BATO,0,2,,N,1799
1,C,,00355,C2OX,0,2,,N,1283
1,C,,00355,EDGO,0,2,,N,23
1,C,,00355,EMLD,0,2,,N,12
1,C,,00355,GMNI,0,2,,N,480
1,C,,00355,MCRY,0,2,,N,281
1,C,,00355,MPRL,0,2,,N,1090
1,C,,00355,XASE,0,2,,N,2973
1,C,,00355,XASE,1,2,,N,1100
1,C,,00355,XBOX,0,2,,N,44
1,C,,00355,XBXO,0,2,,N,23
1,C,,00355,XCBO,0,2,,N,291
1,C,,00355,XISX,0,2,,N,74
1,C,,00355,XNDQ,0,2,,N,2504
1,C,,00355,XPHO,0,2,,N,1226
1,C,,00355,XPHO,0,2,0,N,100
1,C,,00355,XPHO,1,2,,N,600
1,C,,00355,XPSE,0,2,,N,4288
1,C,,00355,XPSE,0,2,0,N,4099
1,C,,00365,BATO,0,2,,N,4066
1,C,,00365,BATO,0,2,0,N,1726
1,C,,00365,C2OX,0,2,,N,5542
1,C,,00365,C2OX,0,2,0,N,1104
1,C,,00365,EDGO,0,2,,N,3724
1,C,,00365,EDGO,0,2,0,N,1478
1,C,,00365,EMLD,0,2,,N,7772
1,C,,00365,EMLD,0,2,0,N,5018
1,C,,00365,GMNI,0,2,,N,453
1,C,,00365,GMNI,0,2,0,N,104
1,C,,00365,MCRY,0,2,,N,507
1,C,,00365,MCRY,0,2,0,N,14
1,C,,00365,MPRL,0,2,,N,11746
1,C,,00365,MPRL,0,2,0,N,5278
1,C,,00365,MXOP,0,2,,N,811
1,C,,00365,MXOP,0,2,0,N,16
1,C,,00365,XASE,0,2,,N,5545
1,C,,00365,XASE,0,2,0,N,34
1,C,,00365,XASE,1,2,,N,250
1,C,,00365,XBOX,0,2,,N,84965
1,C,,00365,XBOX,0,2,0,N,69483
1,C,,00365,XBOX,0,8,,N,63794
1,C,,00365,XBOX,0,8,0,N,1152
1,C,,00365,XBOX,1,2,,N,52110
1,C,,00365,XBOX,1,2,0,N,44388
1,C,,00365,XBOX,1,8,,N,63794
1,C,,00365,XBOX,1,8,0,N,1152
1,C,,00365,XBXO,0,2,,N,1698
1,C,,00365,XBXO,0,2,0,N,117
1,C,,00365,XCBO,0,2,,N,12594
1,C,,00365,XCBO,0,2,0,N,5013
1,C,,00365,XCBO,0,9,,N,199
1,C,,00365,XCBO,1,2,,N,769
1,C,,00365,XCBO,1,9,,N,199
1,C,,00365,XISX,0,2,,N,7670
1,C,,00365,XISX,0,2,0,N,1167
1,C,,00365,XISX,1,2,,N,3000
1,C,,00365,XMIO,0,2,,N,2438
1,C,,00365,XMIO,0,2,0,N,1436
1,C,,00365,XNDQ,0,2,,N,1882
1,C,,00365,XNDQ,0,2,0,N,88
1,C,,00365,XPHO,0,2,,N,22640
1,C,,00365,XPHO,0,2,0,N,6290
1,C,,00365,XPHO,1,2,,N,10724
1,C,,00365,XPSE,0,2,,N,6370
1,C,,00365,XPSE,0,2,0,N,147
1,C,,00365,XPSE,1,2,,N,312
1,C,,00370,XPHO,0,2,,N,42000
1,C,,00370,XPHO,1,2,,N,42000
1,C,,00394,XCBO,0,2,,N,800
1,C,,00394,XCBO,0,2,0,N,300
1,C,,00394,XCBO,0,9,,N,300
1,C,,00394,XCBO,1,2,,N,300
1,C,,00394,XCBO,1,2,0,N,300
1,C,,00396,XASE,0,2,,N,1495
1,C,,00396,XASE,0,2,0,N,730
1,C,,00396,XASE,1,2,,N,930
1,C,,00396,XASE,1,2,0,N,365
1,C,,00396,XBOX,0,2,,N,450
1,C,,00396,XBOX,0,2,0,N,450
1,C,,00396,XBOX,1,2,,N,300
1,C,,00396,XBOX,1,2,0,N,300
1,C,,00396,XCBO,0,2,,N,4693
1,C,,00396,XCBO,0,2,0,N,3013
1,C,,00396,XCBO,0,8,,N,32
1,C,,00396,XCBO,1,2,,N,332
1,C,,00396,XCBO,1,8,,N,32
1,C,,00396,XPHO,0,2,,N,9870
1,C,,00396,XPHO,0,2,0,N,200
1,C,,00396,XPSE,0,2,,N,200
1,C,,00436,XASE,0,2,,N,3115
1,C,,00436,XASE,0,2,0,N,2675
1,C,,00436,XPSE,0,2,,N,22318
1,C,,00436,XPSE,0,2,0,N,14204
1,C,,00443,BATO,0,2,,N,26
1,C,,00443,EDGO,0,2,,N,356
1,C,,00443,XASE,0,2,,N,482
1,C,,00443,XBOX,0,2,,N,474
1,C,,00443,XCBO,0,2,,N,524
1,C,,00443,XCBO,0,2,0,N,136
1,C,,00443,XISX,0,2,,N,532
1,C,,00443,XMIO,0,2,,N,384
1,C,,00443,XMIO,0,2,0,N,46
1,C,,00443,XNDQ,0,2,,N,5
1,C,,00443,XPHO,0,2,,N,334
1,C,,00443,XPSE,0,2,,N,34
1,C,,00505,XASE,0,2,,N,83500
1,C,,00505,XASE,1,2,,N,41750
1,C,,00505,XCBO,0,2,,N,12303
1,C,,00505,XCBO,0,2,0,N,820
1,C,,00505,XCBO,1,2,,N,4650
1,C,,00505,XCBO,1,2,0,N,410
1,C,,00505,XPHO,0,2,,N,54400
1,C,,00505,XPHO,1,2,,N,27425
1,C,,00505,XPSE,0,2,,N,16000
1,C,,00505,XPSE,1,2,,N,10000
1,C,,00520,GMNI,0,2,,N,1288
1,C,,00520,GMNI,0,2,0,N,557
1,C,,00520,MCRY,0,2,,N,1284
1,C,,00520,MCRY,0,2,0,N,782
1,C,,00520,XBXO,0,2,,N,3199
1,C,,00520,XBXO,0,2,0,N,1679
1,C,,00520,XISX,0,2,,N,6430
1,C,,00520,XISX,0,2,0,N,3796
1,C,,00520,XISX,0,8,0,N,13
1,C,,00520,XISX,1,2,,N,1651
1,C,,00520,XISX,1,2,0,N,53
1,C,,00520,XISX,1,8,0,N,13
1,C,,00520,XNDQ,0,2,,N,8489
1,C,,00520,XNDQ,0,2,0,N,4868
1,C,,00520,XPHO,0,2,,N,8258
1,C,,00520,XPHO,0,2,0,N,1825
1,C,,00520,XPHO,1,2,,N,2987
1,C,,00541,C2OX,0,2,,N,84
1,C,,00541,EDGO,0,2,,N,96
1,C,,00541,EDGO,1,2,,N,55
1,C,,00541,GMNI,0,2,,N,2
1,C,,00541,GMNI,1,2,,N,2
1,C,,00541,XASE,0,2,,N,166630
1,C,,00541,XASE,0,2,0,N,3700
1,C,,00541,XASE,1,2,,N,166630
1,C,,00541,XASE,1,2,0,N,3700
1,C,,00541,XBOX,0,2,,N,141418
1,C,,00541,XBOX,0,2,0,N,6509
1,C,,00541,XBOX,0,8,,N,144216
1,C,,00541,XBOX,1,2,,N,141418
1,C,,00541,XBOX,1,2,0,N,6509
1,C,,00541,XBOX,1,8,,N,144216
1,C,,00541,XCBO,0,2,,N,37
1,C,,00541,XISX,0,2,,N,302
1,C,,00541,XISX,1,2,,N,136
1,C,,00541,XMIO,0,2,,N,10
1,C,,00541,XMIO,1,2,,N,5
1,C,,00541,XPHO,0,2,,N,2000
1,C,,00541,XPHO,0,8,,N,6000
1,C,,00541,XPHO,1,2,,N,2000
1,C,,00541,XPHO,1,8,,N,6000
1,C,,00541,XPSE,0,2,,N,164304
1,C,,00541,XPSE,0,2,0,N,1000
1,C,,00541,XPSE,0,8,,N,1000
1,C,,00541,XPSE,1,2,,N,155400
1,C,,00541,XPSE,1,2,0,N,1000
1,C,,00541,XPSE,1,8,,N,1000
1,C,,00551,BATO,0,2,,N,2497
1,C,,00551,BATO,0,2,0,N,594
1,C,,00551,XBOX,0,2,,N,328
1,C,,00551,XBOX,0,2,0,N,450
1,C,,00551,XBOX,0,8,,N,778
1,C,,00551,XBOX,1,2,,N,328
1,C,,00551,XBOX,1,2,0,N,450
1,C,,00551,XBOX,1,8,,N,778
1,C,,00551,XCBO,0,2,,N,136190
1,C,,00551,XCBO,0,2,0,N,16602
1,C,,00551,XCBO,0,8,,N,421572
1,C,,00551,XCBO,1,2,,N,136190
1,C,,00551,XCBO,1,2,0,N,16602
1,C,,00551,XCBO,1,8,,N,421572
1,C,,00551,XPSE,0,2,,N,17923
1,C,,00551,XPSE,1,2,,N,17923
1,C,,00556,XPHO,0,2,,N,11109
1,C,,00571,XASE,0,2,,N,5405
1,C,,00571,XASE,1,2,,N,3680
1,C,,00571,XISX,0,2,,N,160
1,C,,00571,XISX,0,2,0,N,80
1,C,,00571,XISX,1,2,,N,80
1,C,,00576,XCBO,0,2,,N,1200
1,C,,00576,XCBO,1,2,,N,600
1,C,,00595,XBOX,0,2,,N,94092
1,C,,00595,XBOX,0,2,0,N,1870
1,C,,00595,XBOX,0,8,,N,4052
1,C,,00595,XBOX,1,2,,N,94092
1,C,,00595,XBOX,1,2,0,N,1870
1,C,,00595,XBOX,1,8,,N,4052
1,C,,00642,BATO,0,2,,N,4263
1,C,,00642,BATO,0,2,0,N,465
1,C,,00642,C2OX,0,2,,N,4371
1,C,,00642,C2OX,0,2,0,N,893
1,C,,00642,EDGO,0,2,,N,3544
1,C,,00642,EDGO,0,2,0,N,298
1,C,,00642,EMLD,0,2,,N,2743
1,C,,00642,EMLD,0,2,0,N,555
1,C,,00642,GMNI,0,2,,N,1515
1,C,,00642,GMNI,0,2,0,N,206
1,C,,00642,MCRY,0,2,,N,767
1,C,,00642,MCRY,0,2,0,N,1
1,C,,00642,MPRL,0,2,,N,3691
1,C,,00642,MPRL,0,2,0,N,525
1,C,,00642,MXOP,0,2,,N,1156
1,C,,00642,MXOP,0,2,0,N,16
1,C,,00642,XASE,0,2,,N,48403
1,C,,00642,XASE,0,2,0,N,11507
1,C,,00642,XASE,1,2,,N,30000
1,C,,00642,XBOX,0,2,,N,3351
