Side,Sub_ID,Ultimate_Clearing_Firm,Entering_Firm_Col1,EXCH,TRANS_TYPE,RPT_TYP,TRD_SUB_TYPE,PREVLY_RPTD,Total_Quantity
1,C,,00019,XNDQ,0,2,,N,31
1,C,,00019,XPHO,0,2,,N,51685
1,C,,00019,XPHO,0,2,0,N,37
1,C,,00019,XPHO,1,2,,N,25388
1,C,,00019,XPSE,0,2,,N,30
1,C,,00045,C2OX,0,2,,N,9723
1,C,,00045,C2OX,0,2,0,N,23
1,C,,00045,XASE,0,2,,N,29229
1,C,,00045,XASE,0,2,0,N,4954
1,C,,00045,XASE,1,2,,N,12856
1,C,,00045,XASE,1,2,0,N,477
1,C,,00045,XBOX,0,2,,N,2797
1,C,,00045,XBOX,0,2,0,N,1530
1,C,,00045,XBOX,0,8,,N,2
1,C,,00045,XBOX,1,2,,N,2
1,C,,00045,XBOX,1,8,,N,2
1,C,,00045,XCBO,0,2,,N,408
1,C,,00045,XCBO,0,2,0,N,1
1,C,,00045,XISX,0,2,,N,1527
1,C,,00045,XISX,0,2,0,N,2
1,C,,00045,XISX,1,2,,N,1
1,C,,00045,XPSE,0,2,,N,3643
1,C,,00045,XPSE,0,2,0,N,1559
1,C,,00045,XPSE,1,2,,N,1600
1,C,,00050,EMLD,0,2,,N,3475
1,C,,00050,EMLD,0,2,0,N,315
1,C,,00050,GMNI,0,2,,N,27303
1,C,,00050,GMNI,0,2,0,N,2405
1,C,,00050,MCRY,0,2,,N,5034
1,C,,00050,MCRY,0,2,0,N,35
1,C,,00050,MPRL,0,2,,N,16962
1,C,,00050,MPRL,0,2,0,N,1098
1,C,,00050,MXOP,0,2,,N,5045
1,C,,00050,MXOP,0,2,0,N,100
1,C,,00050,XASE,0,2,,N,8488
1,C,,00050,XASE,0,2,0,N,71
1,C,,00050,XBOX,0,2,,N,17029
1,C,,00050,XBOX,0,2,0,N,251
1,C,,00050,XBOX,1,2,,N,500
1,C,,00050,XBXO,0,2,,N,3757
1,C,,00050,XBXO,0,2,0,N,8
1,C,,00050,XBXO,0,8,,N,35
1,C,,00050,XCBO,0,2,,N,2776
1,C,,00050,XISX,0,2,,N,29596
1,C,,00050,XISX,0,2,0,N,1346
1,C,,00050,XMIO,0,2,,N,15413
1,C,,00050,XMIO,0,2,0,N,25
1,C,,00050,XNDQ,0,2,,N,25235
1,C,,00050,XNDQ,0,2,0,N,526
1,C,,00050,XNDQ,0,8,,N,19
1,C,,00050,XPHO,0,2,,N,8442
1,C,,00050,XPHO,0,2,0,N,563
1,C,,00050,XPHO,1,2,,N,153
1,C,,00050,XPHO,1,2,0,N,36
1,C,,00050,XPSE,0,2,,N,54466
1,C,,00050,XPSE,0,2,0,N,1689
1,C,,00050,XPSE,1,2,,N,1005
1,C,,00067,XPHO,0,2,,N,19000
1,C,,00067,XPHO,0,8,,N,19000
1,C,,00067,XPHO,1,2,,N,19000
1,C,,00067,XPHO,1,8,,N,19000
1,C,,00103,XPHO,0,2,,N,1796
1,C,,00103,XPHO,1,2,,N,1796
1,C,,00132,XPHO,0,2,,N,99312
1,C,,00141,XCBO,0,2,,N,708
1,C,,00141,XCBO,1,2,,N,354
1,C,,00161,BATO,0,2,,N,49
1,C,,00161,BATO,0,2,0,N,1
1,C,,00161,C2OX,0,2,,N,19
1,C,,00161,C2OX,0,2,0,N,19
1,C,,00161,EDGO,0,2,,N,11
1,C,,00161,EMLD,0,2,,N,1
1,C,,00161,EMLD,0,2,0,N,1
1,C,,00161,MPRL,0,2,,N,14
1,C,,00161,XASE,0,2,,N,86253
1,C,,00161,XASE,0,2,0,N,32750
1,C,,00161,XASE,1,2,,N,51950
1,C,,00161,XASE,1,2,0,N,10000
1,C,,00161,XBOX,0,2,,N,5
1,C,,00161,XCBO,0,2,,N,9734
1,C,,00161,XCBO,0,2,0,N,878
1,C,,00161,XCBO,1,2,,N,32
1,C,,00161,XISX,0,2,,N,24
1,C,,00161,XISX,0,2,0,N,1
1,C,,00161,XMIO,0,2,,N,11
1,C,,00161,XNDQ,0,2,,N,105
1,C,,00161,XPHO,0,2,,N,6763
1,C,,00161,XPHO,1,2,,N,3750
1,C,,00161,XPSE,0,2,,N,4571
1,C,,00161,XPSE,0,2,0,N,108
1,C,,00180,XASE,0,2,,N,46000
1,C,,00180,XASE,1,2,,N,23000
1,C,,00180,XBOX,0,2,,N,8700
1,C,,00180,XBOX,0,9,,N,2500
1,C,,00180,XBOX,1,2,,N,3300
1,C,,00180,XBOX,1,9,,N,2500
1,C,,00180,XCBO,0,2,,N,8820
1,C,,00180,XCBO,1,2,,N,4245
1,C,,00180,XPHO,0,2,,N,70651
1,C,,00180,XPHO,1,2,,N,35000
1,C,,00180,XPSE,0,2,,N,15000
1,C,,00180,XPSE,1,2,,N,7500
1,C,,00200,BATO,0,2,,N,1256
1,C,,00200,BATO,0,2,0,N,209
1,C,,00200,BATO,1,2,,N,3
1,C,,00200,BATO,1,2,0,N,3
1,C,,00200,C2OX,0,2,,N,746
1,C,,00200,C2OX,0,2,0,N,408
1,C,,00200,C2OX,1,2,,N,2
1,C,,00200,C2OX,1,2,0,N,2
1,C,,00200,EDGO,0,2,,N,1619
1,C,,00200,EDGO,0,2,0,N,809
1,C,,00200,EDGO,1,2,,N,2
1,C,,00200,EDGO,1,2,0,N,2
1,C,,00200,EMLD,0,2,,N,834
1,C,,00200,EMLD,0,2,0,N,270
1,C,,00200,GMNI,0,2,,N,987
1,C,,00200,GMNI,0,2,0,N,86
1,C,,00200,GMNI,1,2,,N,3
1,C,,00200,GMNI,1,2,0,N,3
1,C,,00200,MPRL,0,2,,N,2820
1,C,,00200,MPRL,0,2,0,N,143
1,C,,00200,MPRL,0,8,0,N,1
1,C,,00200,MPRL,1,2,,N,3
1,C,,00200,MPRL,1,2,0,N,3
1,C,,00200,MXOP,0,2,,N,246
1,C,,00200,MXOP,0,2,0,N,1
1,C,,00200,XASE,0,2,,N,167382
1,C,,00200,XASE,0,2,0,N,40
1,C,,00200,XASE,1,2,,N,166739
1,C,,00200,XASE,1,2,0,N,2
1,C,,00200,XBOX,0,2,,N,3512
1,C,,00200,XBOX,0,2,0,N,75
1,C,,00200,XBOX,1,2,,N,4
1,C,,00200,XBOX,1,2,0,N,4
1,C,,00200,XBXO,0,2,,N,1100
1,C,,00200,XBXO,0,2,0,N,42
1,C,,00200,XBXO,1,2,,N,3
1,C,,00200,XBXO,1,2,0,N,3
1,C,,00200,XCBO,0,2,,N,10781
1,C,,00200,XCBO,0,2,0,N,4655
1,C,,00200,XCBO,1,2,,N,2
1,C,,00200,XCBO,1,2,0,N,2
1,C,,00200,XISX,0,2,,N,1696
1,C,,00200,XISX,0,2,0,N,81
1,C,,00200,XISX,1,2,,N,2
1,C,,00200,XISX,1,2,0,N,2
1,C,,00200,XMIO,0,2,,N,467
1,C,,00200,XMIO,0,2,0,N,29
1,C,,00200,XMIO,1,2,,N,2
1,C,,00200,XMIO,1,2,0,N,2
1,C,,00200,XNDQ,0,2,,N,1821
1,C,,00200,XNDQ,0,2,0,N,195
1,C,,00200,XNDQ,1,2,,N,3
1,C,,00200,XNDQ,1,2,0,N,3
1,C,,00200,XPHO,0,2,,N,758
1,C,,00200,XPHO,0,2,0,N,135
1,C,,00200,XPHO,1,2,,N,2
1,C,,00200,XPHO,1,2,0,N,2
1,C,,00200,XPSE,0,2,,N,4006
1,C,,00200,XPSE,0,2,0,N,750
1,C,,00200,XPSE,1,2,,N,12
1,C,,00200,XPSE,1,2,0,N,12
1,C,,00221,XASE,0,2,,N,4300
1,C,,00221,XASE,1,2,,N,2800
1,C,,00221,XBOX,0,2,,N,760
1,C,,00221,XBOX,1,2,,N,380
1,C,,00221,XCBO,0,2,,N,3621
1,C,,00221,XCBO,0,2,0,N,98
1,C,,00221,XPHO,0,2,,N,200
1,C,,00226,BATO,0,2,,N,14
1,C,,00226,XASE,0,2,,N,2006
1,C,,00226,XASE,0,2,0,N,1965
1,C,,00226,XBOX,0,2,,N,143
1,C,,00226,XBOX,0,2,0,N,127
1,C,,00226,XCBO,0,2,,N,3534
1,C,,00226,XCBO,0,2,0,N,1240
1,C,,00226,XISX,0,2,,N,705
1,C,,00226,XISX,0,2,0,N,594
1,C,,00226,XNDQ,0,2,,N,148
1,C,,00226,XNDQ,0,2,0,N,9
1,C,,00226,XPHO,0,2,,N,156
1,C,,00226,XPHO,0,2,0,N,119
1,C,,00226,XPSE,0,2,,N,884
1,C,,00226,XPSE,0,2,0,N,29
1,C,,00230,GMNI,0,2,,N,164
1,C,,00230,GMNI,0,2,0,N,1
1,C,,00230,XBOX,0,2,,N,15
1,C,,00230,XBOX,0,2,0,N,1
1,C,,00230,XCBO,0,2,,N,1104
1,C,,00230,XCBO,0,2,0,N,9
1,C,,00230,XCBO,1,2,,N,1019
1,C,,00230,XISX,0,2,,N,17
1,C,,00230,XMIO,0,2,,N,1438
1,C,,00230,XMIO,0,2,0,N,128
1,C,,00230,XNDQ,0,2,,N,10
1,C,,00230,XNDQ,0,2,0,N,10
1,C,,00230,XPHO,0,2,,N,23650
1,C,,00230,XPHO,1,2,,N,14950
1,C,,00230,XPSE,0,2,,N,112
1,C,,00233,GMNI,0,2,,N,38
1,C,,00233,XASE,0,2,,N,22091
1,C,,00233,XASE,1,2,,N,22091
1,C,,00235,XASE,0,2,,N,44052
1,C,,00235,XASE,1,2,,N,27719
1,C,,00235,XCBO,0,2,,N,1616
1,C,,00235,XCBO,0,2,0,N,6
1,C,,00250,BATO,0,2,,N,818
1,C,,00250,BATO,0,2,0,N,45
1,C,,00250,C2OX,0,2,,N,2179
1,C,,00250,C2OX,0,2,0,N,6
1,C,,00250,EDGO,0,2,,N,2194
1,C,,00250,EDGO,0,2,0,N,17
1,C,,00250,EMLD,0,2,,N,1053
1,C,,00250,EMLD,0,2,0,N,79
1,C,,00250,GMNI,0,2,,N,334
1,C,,00250,GMNI,0,2,0,N,254
1,C,,00250,MCRY,0,2,,N,3971
1,C,,00250,MCRY,0,2,0,N,12
1,C,,00250,MPRL,0,2,,N,1397
1,C,,00250,MPRL,0,2,0,N,648
1,C,,00250,MXOP,0,2,,N,28
1,C,,00250,MXOP,0,2,0,N,7
1,C,,00250,XASE,0,2,,N,6494
1,C,,00250,XASE,0,2,0,N,885
1,C,,00250,XASE,0,8,,N,500
1,C,,00250,XASE,1,2,,N,2875
1,C,,00250,XASE,1,8,,N,500
1,C,,00250,XBOX,0,2,,N,1306
1,C,,00250,XBOX,0,2,0,N,9
1,C,,00250,XBXO,0,2,,N,672
1,C,,00250,XBXO,0,2,0,N,12
1,C,,00250,XCBO,0,2,,N,4717
1,C,,00250,XCBO,0,2,0,N,32
1,C,,00250,XCBO,1,2,,N,402
1,C,,00250,XISX,0,2,,N,2290
1,C,,00250,XISX,0,2,0,N,79
1,C,,00250,XMIO,0,2,,N,755
1,C,,00250,XMIO,0,2,0,N,9
1,C,,00250,XNDQ,0,2,,N,651
1,C,,00250,XNDQ,0,2,0,N,262
1,C,,00250,XPHO,0,2,,N,15752
1,C,,00250,XPHO,0,2,0,N,12
1,C,,00250,XPSE,0,2,,N,10795
1,C,,00250,XPSE,0,2,0,N,2691
1,C,,00255,BATO,0,2,,N,873
1,C,,00255,BATO,0,2,0,N,346
1,C,,00255,C2OX,0,2,,N,484
1,C,,00255,C2OX,0,2,0,N,66
1,C,,00255,EDGO,0,2,,N,1474
1,C,,00255,EDGO,0,2,0,N,58
1,C,,00255,EMLD,0,2,,N,187
1,C,,00255,EMLD,0,2,0,N,70
1,C,,00255,GMNI,0,2,,N,84
1,C,,00255,GMNI,0,2,0,N,56
1,C,,00255,MCRY,0,2,,N,352
1,C,,00255,MCRY,0,2,0,N,10
1,C,,00255,MPRL,0,2,,N,691
1,C,,00255,MPRL,0,2,0,N,261
1,C,,00255,XASE,0,2,,N,637
1,C,,00255,XBOX,0,2,,N,11197
1,C,,00255,XBOX,1,2,,N,6600
1,C,,00255,XBXO,0,2,,N,271
1,C,,00255,XBXO,0,2,0,N,63
1,C,,00255,XCBO,0,2,,N,42071
1,C,,00255,XCBO,0,2,0,N,305
1,C,,00255,XCBO,1,2,,N,3137
1,C,,00255,XISX,0,2,,N,1545
1,C,,00255,XISX,0,2,0,N,135
1,C,,00255,XMIO,0,2,,N,966
1,C,,00255,XMIO,0,2,0,N,88
1,C,,00255,XNDQ,0,2,,N,1
1,C,,00255,XPHO,0,2,,N,50
1,C,,00255,XPSE,0,2,,N,9837
1,C,,00255,XPSE,0,2,0,N,349
1,C,,00255,XPSE,1,2,,N,4100
1,C,,00294,XCBO,0,2,,N,600
1,C,,00294,XCBO,1,2,,N,300
1,C,,00323,XCBO,0,2,,N,727
1,C,,00323,XPHO,0,2,,N,100
1,C,,00323,XPHO,0,8,,N,100
1,C,,00333,EDGO,0,2,,N,782
1,C,,00333,EDGO,1,2,,N,782
1,C,,00333,XBOX,0,2,,N,89
1,C,,00333,XBOX,1,2,,N,89
1,C,,00333,XCBO,0,2,,N,8
1,C,,00333,XCBO,1,2,,N,8
1,C,,00352,BATO,0,2,,N,3657
1,C,,00352,BATO,0,2,0,N,134
1,C,,00352,C2OX,0,2,,N,1020
1,C,,00352,EDGO,0,2,,N,4174
1,C,,00352,EDGO,0,2,0,N,19
1,C,,00352,EMLD,0,2,,N,520
1,C,,00352,EMLD,0,2,0,N,31
1,C,,00352,GMNI,0,2,,N,1115
1,C,,00352,GMNI,0,2,0,N,312
1,C,,00352,GMNI,1,2,,N,288
1,C,,00352,MCRY,0,2,,N,4179
1,C,,00352,MCRY,0,2,0,N,433
1,C,,00352,MPRL,0,2,,N,2710
1,C,,00352,MPRL,0,2,0,N,45
1,C,,00352,MXOP,0,2,,N,11
1,C,,00352,XASE,0,2,,N,3686
1,C,,00352,XASE,0,2,0,N,53
1,C,,00352,XBOX,0,2,,N,7605
1,C,,00352,XBOX,0,2,0,N,513
1,C,,00352,XBXO,0,2,,N,344
1,C,,00352,XCBO,0,2,,N,37630
1,C,,00352,XCBO,0,2,0,N,4254
1,C,,00352,XISX,0,2,,N,6053
1,C,,00352,XISX,0,2,0,N,43
1,C,,00352,XMIO,0,2,,N,3177
1,C,,00352,XMIO,0,2,0,N,555
1,C,,00352,XNDQ,0,2,,N,735
1,C,,00352,XNDQ,0,2,0,N,30
1,C,,00352,XPHO,0,2,,N,19035
1,C,,00352,XPHO,0,2,0,N,1331
1,C,,00352,XPHO,1,2,,N,2000
1,C,,00352,XPSE,0,2,,N,3282
1,C,,00352,XPSE,0,2,0,N,75
1,C,,00355,BATO,0,2,,N,2544
1,C,,00355,C2OX,0,2,,N,967
1,C,,00355,EDGO,0,2,,N,232
1,C,,00355,EMLD,0,2,,N,399
1,C,,00355,GMNI,0,2,,N,314
1,C,,00355,GMNI,0,2,0,N,1
1,C,,00355,MCRY,0,2,,N,50
1,C,,00355,MPRL,0,2,,N,2239
1,C,,00355,XASE,0,2,,N,5094
1,C,,00355,XASE,0,2,0,N,2
1,C,,00355,XASE,1,2,,N,2000
1,C,,00355,XBOX,0,2,,N,422
1,C,,00355,XBOX,0,2,0,N,59
1,C,,00355,XBXO,0,2,,N,93
1,C,,00355,XCBO,0,2,,N,423
1,C,,00355,XISX,0,2,,N,162
1,C,,00355,XMIO,0,2,,N,217
1,C,,00355,XNDQ,0,2,,N,2652
1,C,,00355,XNDQ,0,2,0,N,6
1,C,,00355,XPHO,0,2,,N,277
1,C,,00355,XPSE,0,2,,N,3059
1,C,,00355,XPSE,0,2,0,N,2735
1,C,,00365,BATO,0,2,,N,10958
1,C,,00365,BATO,0,2,0,N,4204
1,C,,00365,C2OX,0,2,,N,7110
1,C,,00365,C2OX,0,2,0,N,1295
1,C,,00365,C2OX,1,2,,N,2
1,C,,00365,C2OX,1,2,0,N,2
1,C,,00365,EDGO,0,2,,N,5776
1,C,,00365,EDGO,0,2,0,N,3120
1,C,,00365,EMLD,0,2,,N,5941
1,C,,00365,EMLD,0,2,0,N,5163
1,C,,00365,GMNI,0,2,,N,911
1,C,,00365,GMNI,0,2,0,N,381
1,C,,00365,GMNI,0,9,,N,2
1,C,,00365,GMNI,1,2,,N,43
1,C,,00365,MCRY,0,2,,N,386
1,C,,00365,MCRY,0,2,0,N,7
1,C,,00365,MPRL,0,2,,N,18311
1,C,,00365,MPRL,0,2,0,N,5484
1,C,,00365,MXOP,0,2,,N,329
1,C,,00365,MXOP,0,2,0,N,15
1,C,,00365,XASE,0,2,,N,23869
1,C,,00365,XASE,0,2,0,N,59
1,C,,00365,XASE,1,2,,N,5619
1,C,,00365,XBOX,0,2,,N,226542
1,C,,00365,XBOX,0,2,0,N,61002
1,C,,00365,XBOX,0,8,,N,70925
1,C,,00365,XBOX,1,2,,N,196597
1,C,,00365,XBOX,1,2,0,N,59239
1,C,,00365,XBOX,1,8,,N,70925
1,C,,00365,XBXO,0,2,,N,5529
1,C,,00365,XBXO,0,2,0,N,431
1,C,,00365,XCBO,0,2,,N,14073
1,C,,00365,XCBO,0,2,0,N,10905
1,C,,00365,XCBO,1,2,,N,425
1,C,,00365,XISX,0,2,,N,5976
1,C,,00365,XISX,0,2,0,N,665
1,C,,00365,XMIO,0,2,,N,2901
1,C,,00365,XMIO,0,2,0,N,1517
1,C,,00365,XNDQ,0,2,,N,1748
1,C,,00365,XNDQ,0,2,0,N,82
1,C,,00365,XPHO,0,2,,N,4956
1,C,,00365,XPHO,0,2,0,N,144
1,C,,00365,XPHO,1,2,,N,1170
1,C,,00365,XPSE,0,2,,N,5905
1,C,,00365,XPSE,0,2,0,N,297
1,C,,00370,XPHO,0,2,,N,37000
1,C,,00370,XPHO,1,2,,N,37000
1,C,,00394,XCBO,0,2,,N,10
1,C,,00396,XASE,0,2,,N,1980
1,C,,00396,XASE,1,2,,N,1100
1,C,,00396,XBOX,0,2,,N,1350
1,C,,00396,XBOX,1,2,,N,1200
1,C,,00396,XCBO,0,2,,N,8980
1,C,,00396,XCBO,0,2,0,N,2784
1,C,,00396,XCBO,0,8,,N,218
1,C,,00396,XCBO,1,2,,N,102
1,C,,00396,XCBO,1,2,0,N,218
1,C,,00396,XCBO,1,8,,N,218
1,C,,00396,XPHO,0,2,,N,89345
1,C,,00396,XPHO,0,2,0,N,4050
1,C,,00396,XPHO,1,2,,N,100
1,C,,00396,XPHO,1,2,0,N,100
1,C,,00396,XPSE,0,2,,N,2000
1,C,,00396,XPSE,1,2,,N,1000
1,C,,00436,XASE,0,2,,N,4223
1,C,,00436,XASE,0,2,0,N,3219
1,C,,00436,XASE,1,2,,N,40
1,C,,00436,XASE,1,2,0,N,20
1,C,,00436,XPSE,0,2,,N,18957
1,C,,00436,XPSE,0,2,0,N,16616
1,C,,00443,BATO,0,2,,N,342
1,C,,00443,BATO,0,2,0,N,46
1,C,,00443,C2OX,0,2,,N,8
1,C,,00443,EDGO,0,2,,N,1043
1,C,,00443,EDGO,0,2,0,N,1
1,C,,00443,EMLD,0,2,,N,20
1,C,,00443,MCRY,0,2,,N,66
1,C,,00443,MCRY,0,2,0,N,7
1,C,,00443,MPRL,0,2,,N,562
1,C,,00443,XASE,0,2,,N,1460
1,C,,00443,XASE,0,2,0,N,16
1,C,,00443,XBOX,0,2,,N,720
1,C,,00443,XBXO,0,2,,N,498
1,C,,00443,XBXO,0,2,0,N,22
1,C,,00443,XCBO,0,2,,N,3354
1,C,,00443,XCBO,0,2,0,N,107
1,C,,00443,XISX,0,2,,N,4161
1,C,,00443,XISX,0,2,0,N,1048
1,C,,00443,XMIO,0,2,,N,1235
1,C,,00443,XMIO,0,2,0,N,495
1,C,,00443,XNDQ,0,2,,N,410
1,C,,00443,XNDQ,0,2,0,N,6
1,C,,00443,XPHO,0,2,,N,2361
1,C,,00443,XPHO,0,2,0,N,22
1,C,,00443,XPSE,0,2,,N,360
1,C,,00443,XPSE,0,2,0,N,48
1,C,,00505,BATO,0,2,,N,267
1,C,,00505,C2OX,0,2,,N,277
1,C,,00505,EDGO,0,2,,N,65
1,C,,00505,GMNI,0,2,,N,308
1,C,,00505,MCRY,0,2,,N,239
1,C,,00505,MPRL,0,2,,N,153
1,C,,00505,XASE,0,2,,N,49909
1,C,,00505,XASE,0,8,,N,1000
1,C,,00505,XASE,1,2,,N,27366
1,C,,00505,XASE,1,8,,N,1000
1,C,,00505,XBOX,0,2,,N,2
1,C,,00505,XCBO,0,2,,N,12593
1,C,,00505,XCBO,0,2,0,N,7042
1,C,,00505,XCBO,1,2,,N,6607
1,C,,00505,XCBO,1,2,0,N,4267
1,C,,00505,XISX,0,2,,N,2
1,C,,00505,XMIO,0,2,,N,62
1,C,,00505,XNDQ,0,2,,N,212
1,C,,00505,XPHO,0,2,,N,10912
1,C,,00505,XPHO,1,2,,N,5331
1,C,,00505,XPSE,0,2,,N,19942
1,C,,00520,GMNI,0,2,,N,1235
1,C,,00520,GMNI,0,2,0,N,786
1,C,,00520,MCRY,0,2,,N,2119
1,C,,00520,MCRY,0,2,0,N,383
1,C,,00520,XBXO,0,2,,N,3374
1,C,,00520,XBXO,0,2,0,N,1926
1,C,,00520,XISX,0,2,,N,1558
1,C,,00520,XISX,0,2,0,N,961
1,C,,00520,XNDQ,0,2,,N,9403
1,C,,00520,XNDQ,0,2,0,N,4004
1,C,,00520,XPHO,0,2,,N,2936
1,C,,00520,XPHO,0,2,0,N,2343
1,C,,00541,BATO,0,2,,N,465
1,C,,00541,BATO,0,2,0,N,212
1,C,,00541,C2OX,0,2,,N,909
1,C,,00541,EDGO,0,2,,N,655
1,C,,00541,EMLD,0,2,,N,3853
1,C,,00541,EMLD,0,2,0,N,2812
1,C,,00541,GMNI,0,2,,N,1197
1,C,,00541,GMNI,1,2,,N,80
1,C,,00541,MCRY,0,2,,N,5004
1,C,,00541,MPRL,0,2,,N,1243
1,C,,00541,XASE,0,2,,N,141028
1,C,,00541,XASE,0,2,0,N,7500
1,C,,00541,XASE,1,2,,N,140394
1,C,,00541,XASE,1,2,0,N,7500
1,C,,00541,XBOX,0,2,,N,30171
1,C,,00541,XBOX,0,2,0,N,24108
1,C,,00541,XBOX,0,8,,N,51734
1,C,,00541,XBOX,1,2,,N,29712
1,C,,00541,XBOX,1,2,0,N,24108
1,C,,00541,XBOX,1,8,,N,51734
1,C,,00541,XBXO,0,2,,N,240
1,C,,00541,XCBO,0,2,,N,40
1,C,,00541,XISX,0,2,,N,5615
1,C,,00541,XISX,0,2,0,N,2783
1,C,,00541,XISX,1,2,,N,4000
1,C,,00541,XISX,1,2,0,N,2000
1,C,,00541,XMIO,0,2,,N,165
1,C,,00541,XNDQ,0,2,,N,811
1,C,,00541,XNDQ,0,2,0,N,1
1,C,,00541,XPHO,0,2,,N,1576
1,C,,00541,XPHO,0,8,,N,4000
1,C,,00541,XPHO,1,2,,N,1500
1,C,,00541,XPHO,1,8,,N,4000
1,C,,00541,XPSE,0,2,,N,87525
1,C,,00541,XPSE,0,2,0,N,3295
1,C,,00541,XPSE,0,8,,N,3750
1,C,,00541,XPSE,1,2,,N,67750
1,C,,00541,XPSE,1,8,,N,3750
1,C,,00551,BATO,0,2,,N,1918
1,C,,00551,BATO,0,2,0,N,546
1,C,,00551,EDGO,0,2,0,N,500
1,C,,00551,EDGO,0,8,,N,500
1,C,,00551,EDGO,1,2,0,N,500
1,C,,00551,EDGO,1,8,,N,500
1,C,,00551,XASE,0,2,,N,1600
1,C,,00551,XASE,0,2,0,N,200
